"","chr","pos","neg_log10p"
"1","chrX",316075,1.04443765190722
"2","chrX",336075,0.982035093909268
"3","chrX",356075,1.17153172140642
"4","chrX",376075,1.03787601820624
"5","chrX",396075,0.869406083492436
"6","chrX",416075,0.79329180144503
"7","chrX",436075,0.820045086533239
"8","chrX",456075,0.723986512501845
"9","chrX",476075,0.643303171025405
"10","chrX",496075,0.574921615757585
"11","chrX",516075,0.525004633405755
"12","chrX",536075,0.506134797340084
"13","chrX",556075,0.506530915417983
"14","chrX",576075,0.451220698093669
"15","chrX",596075,0.404272817381597
"16","chrX",616075,0.32806251731228
"17","chrX",636075,0.375224000037318
"18","chrX",656075,0.442902931280197
"19","chrX",676075,0.528498572996136
"20","chrX",696075,0.39399294369108
"21","chrX",716075,0.36034590641995
"22","chrX",736075,0.337673717448561
"23","chrX",756075,0.326176609066517
"24","chrX",776075,0.342336310657194
"25","chrX",796075,0.347142121481562
"26","chrX",816075,0.33892189486751
"27","chrX",836075,0.396786825930135
"28","chrX",856075,0.40763420026044
"29","chrX",876075,0.417644198560616
"30","chrX",896075,0.372172753527966
"31","chrX",916075,0.479262608941635
"32","chrX",936075,0.486814341481312
"33","chrX",956075,0.463965799256582
"34","chrX",976075,0.519973844934467
"35","chrX",996075,0.595730316882741
"36","chrX",1016075,0.678237273161765
"37","chrX",1036075,0.642338696859994
"38","chrX",1056075,0.585568462249403
"39","chrX",1076075,0.680901715384149
"40","chrX",1096075,0.699805517625396
"41","chrX",1116075,0.743145601805153
"42","chrX",1136075,0.75130774160509
"43","chrX",1156075,0.737189025594115
"44","chrX",1176075,0.713188592315064
"45","chrX",1196075,0.727496058389752
"46","chrX",1216075,0.860726805617825
"47","chrX",1236075,0.695831338099016
"48","chrX",1256075,0.695959715855517
"49","chrX",1276075,0.717118434491817
"50","chrX",1296075,0.732197459999062
"51","chrX",1316075,0.64256798264012
"52","chrX",1336075,0.650043376416099
"53","chrX",1356075,0.650458182898935
"54","chrX",1376075,0.570286119617524
"55","chrX",1396075,0.521591163568531
"56","chrX",1416075,0.526852764614645
"57","chrX",1436075,0.487639229786152
"58","chrX",1456075,0.495888087030971
"59","chrX",1476075,0.540840798219971
"60","chrX",1496075,0.550354894722423
"61","chrX",1516075,0.560487479160124
"62","chrX",1536075,0.543852181812021
"63","chrX",1556075,0.682953397958437
"64","chrX",1576075,0.601209189914287
"65","chrX",1596075,0.63787227092006
"66","chrX",1616075,0.589422277143335
"67","chrX",1636075,0.567101093847877
"68","chrX",1656075,0.526908109044094
"69","chrX",1676075,0.542598407798976
"70","chrX",1696075,0.518233304171595
"71","chrX",1716075,0.480203401142775
"72","chrX",1736075,0.421313432061101
"73","chrX",1756075,0.41736511461376
"74","chrX",1776075,0.424322425015946
"75","chrX",1796075,0.393786738084439
"76","chrX",1816075,0.368846943303946
"77","chrX",1836075,0.420835804595066
"78","chrX",1856075,0.500660635830558
"79","chrX",1876075,0.433889946236736
"80","chrX",1896075,0.335861513981197
"81","chrX",1916075,0.261216865630662
"82","chrX",1936075,0.223304596592138
"83","chrX",1956075,0.213141456999671
"84","chrX",1976075,0.219473813317834
"85","chrX",1996075,0.270205096951127
"86","chrX",2016075,0.307719735657294
"87","chrX",2036075,0.280883223970759
"88","chrX",2056075,0.325732236734566
"89","chrX",2076075,0.377415737509148
"90","chrX",2096075,0.429158413743871
"91","chrX",2116075,0.468461862378303
"92","chrX",2136075,0.44132363483402
"93","chrX",2156075,0.452021220183339
"94","chrX",2176075,0.472189109659169
"95","chrX",2196075,0.59520655498702
"96","chrX",2216075,0.52037204236361
"97","chrX",2236075,0.44108527571404
"98","chrX",2256075,0.461707344638525
"99","chrX",2276075,0.419941600661968
"100","chrX",2296075,0.386902815362472
"101","chrX",2316075,0.372259922901536
"102","chrX",2336075,0.340336693506521
"103","chrX",2356075,0.271473302923798
"104","chrX",2376075,0.267974906763762
"105","chrX",2396075,0.203239828695858
"106","chrX",2416075,0.198525153991576
"107","chrX",2436075,0.2139883162455
"108","chrX",2456075,0.219309065626818
"109","chrX",2476075,0.200116224372912
"110","chrX",2496075,0.164394396270998
"111","chrX",2516075,0.166419951781151
"112","chrX",2536075,0.159791775329107
"113","chrX",2556075,0.124108300706823
"114","chrX",2576075,0.101474699980283
"115","chrX",2596075,0.116022008535193
"116","chrX",2616075,0.127231211741657
"117","chrX",2636075,0.138683242247649
"118","chrX",2656075,0.162440541500544
"119","chrX",2676075,0.158993668638929
"120","chrX",2696075,0.168260954049137
"121","chrX",2716075,0.147482037947608
"122","chrX",2736075,0.166151341892722
"123","chrX",2756075,0.252292930673603
"124","chrX",2776075,0.233460397959965
"125","chrX",2796075,0.232731813668126
"126","chrX",2816075,0.223713083597566
"127","chrX",2836075,0.207867204693686
"128","chrX",2856075,0.211407411644631
"129","chrX",2876075,0.230009411564046
"130","chrX",2896075,0.292435429936472
"131","chrX",2916075,0.291251709061006
"132","chrX",2936075,0.269017878827615
"133","chrX",2956075,0.303977816554929
"134","chrX",2976075,0.301508025104291
"135","chrX",2996075,0.207503783867976
"136","chrX",3016075,0.164422140599755
"137","chrX",3036075,0.1374350637961
"138","chrX",3056075,0.0904409509425163
"139","chrX",3076075,0.0496794956667426
"140","chrX",3096075,0.0397492605076545
"141","chrX",3116075,0.0363470383502255
"142","chrX",3136075,0.0221549585289947
"143","chrX",3156075,0.0224744533009819
"144","chrX",3176075,0.0195602315213374
"145","chrX",3196075,0.0189500406265245
"146","chrX",3216075,0.00711207812982412
"147","chrX",3236075,0.00464919438869313
"148","chrX",3256075,0.00745273710151417
"149","chrX",3276075,0.0112336380317534
"150","chrX",3296075,0.0144700718902243
"151","chrX",3316075,0.0163805162796505
"152","chrX",3336075,0.0182272279816159
"153","chrX",3356075,0.0188839901307696
"154","chrX",3376075,0.0226925363791301
"155","chrX",3396075,0.0172284141417416
"156","chrX",3416075,0.0143645960755704
"157","chrX",3436075,0.0113324072864354
"158","chrX",3456075,0.00837747491153776
"159","chrX",3476075,0.00818673614185276
"160","chrX",3496075,0.0095580650737779
"161","chrX",3516075,0.0072979718858532
"162","chrX",3536075,0.0149005284364756
"163","chrX",3556075,0.0212081791502042
"164","chrX",3576075,0.0244290672202928
"165","chrX",3596075,0.0307125795492961
"166","chrX",3616075,0.0400717227426821
"167","chrX",3636075,0.0542519358912109
"168","chrX",3656075,0.0524711320399398
"169","chrX",3676075,0.0791949378452857
"170","chrX",3696075,0.142727435562561
"171","chrX",3716075,0.079972011374033
"172","chrX",3736075,0.111060516404921
"173","chrX",3756075,0.074512541964316
"174","chrX",3776075,0.179536306053218
"175","chrX",3796075,0.297510332349667
"176","chrX",3816075,0.295290774791164
"177","chrX",3836075,0.353626963253694
"178","chrX",3856075,0.425420897447129
"179","chrX",3876075,0.421622488426719
"180","chrX",3896075,0.455956428379808
"181","chrX",3916075,0.539155660482197
"182","chrX",3936075,0.591742703912442
"183","chrX",3956075,0.573992099084232
"184","chrX",3976075,0.606217233052034
"185","chrX",3996075,0.50788796370326
"186","chrX",4016075,0.570975182301267
"187","chrX",4036075,0.568241119295486
"188","chrX",4056075,0.708977683538803
"189","chrX",4076075,0.701238113446344
"190","chrX",4096075,0.822414579336177
"191","chrX",4116075,0.727561334505331
"192","chrX",4136075,0.630355599586242
"193","chrX",4156075,0.695049877343014
"194","chrX",4176075,0.624557164678016
"195","chrX",4196075,0.631388684604414
"196","chrX",4216075,0.730518762933456
"197","chrX",4236075,0.738754717044165
"198","chrX",4256075,0.690721583253735
"199","chrX",4276075,0.769174231169039
"200","chrX",4296075,0.816521995319649
"201","chrX",4316075,0.801073140632536
"202","chrX",4336075,0.805512396892739
"203","chrX",4356075,0.856373997492337
"204","chrX",4376075,0.892998234408508
"205","chrX",4396075,0.907567783309845
"206","chrX",4416075,0.759022089497006
"207","chrX",4436075,0.797921502115866
"208","chrX",4456075,0.850250613991591
"209","chrX",4476075,0.809735039451926
"210","chrX",4496075,0.762588388410763
"211","chrX",4516075,0.737634827964058
"212","chrX",4536075,0.793935741143289
"213","chrX",4556075,0.875967535835057
"214","chrX",4576075,0.814244362362058
